company_id,type,rule_id,text,confidence_pct
HAVELLS,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
HAVELLS,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
HCLTECH,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
HCLTECH,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
HCLTECH,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HCLTECH,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,94.86
HCLTECH,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
HCLTECH,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.56
HCLTECH,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
HCLTECH,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
HDFCBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,81.22
HDFCBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HDFCBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,71.77
HDFCBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,65.98
HDFCBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
HDFCBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,67.0
HDFCBANK,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
HDFCBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,90.55
HDFCLIFE,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
HDFCLIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,79.4
HDFCLIFE,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HDFCLIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HDFCLIFE,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
HDFCLIFE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
HDFCLIFE,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
HEROMOTOCO,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
HEROMOTOCO,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
HEROMOTOCO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HEROMOTOCO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HEROMOTOCO,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,100.0
HEROMOTOCO,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
HEROMOTOCO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.83
HEROMOTOCO,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
HEROMOTOCO,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
HEROMOTOCO,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
HEROMOTOCO,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,84.95
HINDALCO,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
HINDALCO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HINDALCO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HINDALCO,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
HINDALCO,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
HINDALCO,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
HINDUNILVR,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
HINDUNILVR,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
HINDUNILVR,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
HINDUNILVR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
HINDUNILVR,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,100.0
HINDUNILVR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
HINDUNILVR,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
HINDUNILVR,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
ICICIBANK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70.25
ICICIBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
ICICIBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
ICICIBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
ICICIBANK,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
ICICIBANK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
ICICIBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,69.0
ICICIBANK,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
ICICIBANK,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
ICICIBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,88.9
ICICIGI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
ICICIGI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
ICICIGI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIGI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
ICICIGI,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
ICICIGI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.21
ICICIGI,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
ICICIGI,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
ICICIPRULI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
ICICIPRULI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,69.32
ICICIPRULI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIPRULI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
ICICIPRULI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
ICICIPRULI,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
ICICIPRULI,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
ICICIPRULI,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
INDIGO,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
INDIGO,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
INDIGO,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,75.06
INDIGO,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
INDIGO,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
INDIGO,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,87.07
INDIGO,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
INDIGO,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
INDIGO,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
INDIGO,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
INDIGO,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
INDUSINDBK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.17
INDUSINDBK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,83.97
INDUSINDBK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,68.64
INDUSINDBK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,67.1
INDUSINDBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
INDUSINDBK,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
INDUSINDBK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
INDUSINDBK,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
INDUSINDBK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,97.2
INFY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
INFY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
INFY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
INFY,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
INFY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70.88
INFY,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
IOC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
IOC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.17
IOC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,65.49
IOC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,76.92
IOC,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
IOC,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
IOC,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
IOC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
IOC,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
IRCTC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
IRCTC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
IRCTC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.91
IRCTC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,78.06
IRCTC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,81.05
IRCTC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
IRCTC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,96.43
IRCTC,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
IRCTC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
IRCTC,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
IRCTC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
IRFC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,74.5
IRFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
IRFC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.69
IRFC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,76.92
IRFC,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
IRFC,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
IRFC,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
IRFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,68.6
IRFC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
IRFC,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
IRFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.25
ITC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
ITC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
ITC,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
ITC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,81.83
ITC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
ITC,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
ITC,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
JINDALSTEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
JINDALSTEL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
JINDALSTEL,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
JINDALSTEL,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
JINDALSTEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
JINDALSTEL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
JINDALSTEL,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
JINDALSTEL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,90.2
JIOFIN,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
JIOFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
JIOFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
JIOFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,100.0
JSWENERGY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
JSWENERGY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.6
JSWENERGY,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.56
JSWENERGY,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,76.92
JSWENERGY,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
JSWENERGY,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
JSWENERGY,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
JSWENERGY,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
JSWENERGY,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
JSWENERGY,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,67.24
JSWSTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
JSWSTEEL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.4
JSWSTEEL,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
JSWSTEEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
JSWSTEEL,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
JSWSTEEL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
KOTAKBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
KOTAKBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.66
KOTAKBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.13
KOTAKBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
KOTAKBANK,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
KOTAKBANK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
KOTAKBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,70.2
KOTAKBANK,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
KOTAKBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,78.85
LICI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
LICI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
LICI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
LICI,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
LICI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
LICI,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,74.87
LODHA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,66.16
LODHA,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
LODHA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
LODHA,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
LODHA,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
LODHA,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
LODHA,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,100.0
LT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
LT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
LT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,69.74
LT,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
LT,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
LT,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
LT,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
LTIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
LTIM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
LTIM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100.0
LTIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,73.37
LTIM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
LTIM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,73.51
LTIM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.65
LTIM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
LTIM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
LTIM,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
M&M,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,67.75
M&M,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
M&M,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
M&M,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
M&M,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
M&M,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
MARUTI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
MARUTI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
MARUTI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
MARUTI,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,69.17
MARUTI,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
MARUTI,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
MARUTI,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
MARUTI,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
MOTHERSON,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
MOTHERSON,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
MOTHERSON,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
MOTHERSON,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,69.95
MOTHERSON,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
MOTHERSON,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
NAUKRI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
NAUKRI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,69.95
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,69.26
NAUKRI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98.2
NAUKRI,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
NAUKRI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
NAUKRI,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
NAUKRI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,100.0
NESTLEIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
NESTLEIND,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
NESTLEIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
NESTLEIND,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,74.96
NESTLEIND,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,66.03
NESTLEIND,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
NESTLEIND,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
NHPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,99.87
NHPC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,67.17
NHPC,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
NHPC,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
NHPC,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
NHPC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
NHPC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,81.25
NHPC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,90.2
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,70.36
NTPC,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
NTPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.44
NTPC,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
NTPC,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
NTPC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
NTPC,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
ONGC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
ONGC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,67.38
ONGC,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
ONGC,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
ONGC,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.0
ONGC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
ONGC,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
PFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,81.37
PFC,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
PFC,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
PFC,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
PFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,83.4
PFC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
PFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,97.55
PIDILITIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
PIDILITIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
PIDILITIND,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,67.92
PIDILITIND,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
PIDILITIND,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0
PNB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.0
PNB,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,68.87
PNB,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80.56
PNB,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
PNB,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
PNB,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
PNB,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
PNB,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,100.0
PNB,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,67.38
POWERGRID,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
POWERGRID,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
POWERGRID,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.44
POWERGRID,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
POWERGRID,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
